0	1.1015
1	17.1992
0	0.3008
1	49.1992
0	29.5
1	1.8008
0	0.301
1	20.800501
0	16.0977
1	31.199301
0	14.703
1	34
0	12.6995
1	48.5
0	36.199001
1	0.5
0	0.5
1	33.898499
0	0.3007
1	11.8008
0	41.800999
1	25.5
0	0.3982
1	7.5
0	4.3008
1	21.6015
0	19.297001
1	31.9025
0	5.5975
1	7.9025
0	12.3005
1	8.3985
0	1
1	39.601501
0	0.297
1	6.703
0	0.297
1	3.8007
0	0.5
1	209.300797
0	4.801
1	57.898201
0	17.4023
1	28.3985
0	7.1992
1	42
0	0.4023
1	35.699501
0	3
1	2.0975
0	0.4025
1	7.5
0	0.5
1	14.5975
0	0.8007
1	37.8008
0	2.3985
1	1.703
0	23.5977
1	15.1993
0	0.703
1	44.297001
0	0.9025
1	31.398199
0	40.699299
1	67
0	0.6015
1	48.1992
0	0.4023
1	2.6995
0	0.5975
1	17.6015
0	31.1992
1	8.9023
0	24.199499
1	28.698999
0	9.801
1	20
0	0.5
1	87.300499
0	0.5977
1	19.9023
0	0.8985
1	116
0	0.301
1	22.800501
0	5.297
1	29.702999
0	5.0977
1	43.199299
0	11.703
1	59.398499
0	0.6992
1	3.9023
0	0.6995
1	2.699
0	0.3985
1	13.4025
0	0.199
1	14.6015
0	0.297
1	37.9025
0	14.3005
1	6.797
0	51.101501
1	64.398499
0	0.203
1	28.699499
0	4.0975
1	45.5
0	21.202999
1	45.597698
0	0.3008
1	4
0	0.5
1	35.800999
0	0.5975
1	0.3007
0	30.601801
1	9.0975
0	12.703
1	30.5
0	0.297
1	75.5
0	0.8007
1	15
0	0.1993
1	72.101501
0	0.301
1	27.398199
0	0.1993
1	22.4025
0	10.5
1	36.398201
0	0.1993
1	7.203
0	0.5977
1	46.902302
0	11.297
1	24
0	0.703
1	3.5977
0	23
1	179.5
0	0.6018
1	24.300501
0	9.1995
1	48.5
0	18
1	14.8005
0	14.797
1	4.5
0	38.702999
1	79.597702
0	15.4023
1	49.199501
0	0.3982
1	45.199299
0	0.8007
1	91.300797
0	22.5
1	7.1015
0	0.297
1	10.8007
0	0.9023
1	17.699499
0	0.3005
1	24.297001
0	0.703
1	8.5
0	0.1995
1	4.8982
0	0.5
1	25.3008
0	11.6992
1	28.9023
0	45.297001
1	71.703003
0	5.3985
1	25.8985
0	0.3007
1	61.199299
0	0.5
1	128.800705
0	0.1993
1	1.1015
