0	1
1	66.699203
0	29.5
1	22.9023
0	16.199499
1	31.0975
0	14.8007
1	33.902302
0	12.6995
1	48.199001
0	36.601501
1	46.898499
0	41.898499
1	33.300701
0	4.3008
1	21.5
0	19.3985
1	31.9025
0	5.5975
1	7.9025
0	12.3005
1	8.3985
0	0.8985
1	260.601501
0	4.801
1	57.800499
0	17.5
1	28.3985
0	7.1015
1	78.199501
0	3.0975
1	25.202999
0	0.3985
1	38
0	2.3985
1	1.6015
0	23.801001
1	60.0975
0	0.9025
1	31.398199
0	40.699299
1	137.101501
0	31.1992
1	8.9023
0	24.199499
1	28.698999
0	9.8985
1	128.101501
0	1
1	139
0	5.3985
1	29.6015
0	5.1992
1	43.199299
0	11.8007
1	59.5
0	0.1993
1	4.3007
0	0.4023
1	69.796997
0	14.203
1	6.797
0	51.101501
1	93.301003
0	4
1	45.5975
0	21.202999
1	86.296997
0	31.300699
1	9.1018
0	12.8005
1	106.398499
0	0.6015
1	137.699493
0	10.5975
1	91.203003
0	11.3985
1	28.1992
0	23
1	204.402298
0	9.1995
1	48.5
0	18
1	14.8005
0	14.797
1	4.5
0	38.702999
1	79.597702
0	15.4023
1	94.898499
0	0.801
1	91.198997
0	22.6015
1	18.199499
0	0.8005
1	42.398499
0	0.6015
1	39.398499
0	11.801
1	28.800501
0	45.297001
1	71.703003
0	5.3985
1	218
0	13.801
1	167.097504
0	0.3007
1	47.3008
0	0.6015
1	2.1995
0	25.300501
1	4.797
0	31.202999
1	22.199499
0	41.898201
1	20.699301
0	1.1015
1	27.1992
0	8.9023
1	74
0	43
1	87.898499
0	0.801
1	20.300501
0	19.5
1	46.797001
0	18.4025
1	65.398201
0	2.1993
1	40.601501
0	7.3985
1	112.203003
0	0.297
1	158.902496
0	1
1	60.699001
0	0.1992
1	41.601799
0	0.699
1	100.601501
0	0.797
1	7.8007
0	49.199299
1	104
0	22.202999
1	87.097702
0	23.601801
1	205.398193
0	0.8008
1	61.1992
0	14.8008
1	5
0	0.1992
1	137.101807
0	47.0975
1	122.203003
0	4.5
1	25.297001
0	21.800699
1	2.3008
0	42.6992
1	28.5
0	12.5
1	2.1993
0	29.4025
1	16.5975
0	51.702999
1	9.1995
0	0.3005
1	18.297001
0	6.6015
1	8
0	37.898499
1	442.30069
0	16.4023
1	64.199501
0	17.698999
1	248.300995
0	12
1	87.300499
0	28
1	27.5977
0	30.199301
1	60.9025
0	11.0975
1	325.203003
0	1.0977
1	38.402302
0	17.699499
1	121.698997
0	20.1015
1	5.797
0	18.6015
1	15.3985
0	18.4025
1	2.699
0	12.8985
1	9.6015
0	0.6992
1	338.19931
0	21.9025
1	24.5975
0	0.4025
1	13.8982
0	18.3008
1	61.398499
0	17.800699
1	181.800797
0	23.1015
1	83.296997
0	0.9025
1	105.597504
0	14.9025
1	5.3005
0	5.5
1	121.5
0	32.597698
1	83.199303
0	6.9025
1	6
0	18.698999
1	20.3985
0	21.6015
1	2.3985
0	21.300699
1	13.8008
0	13.1992
1	56.199299
0	0.4025
1	62.800499
0	0.8985
1	52.101501
0	30.297001
1	177
0	29.1015
1	67.699203
0	8.8008
1	100.601501
0	27.5
1	46.5
0	10.8985
1	218.601501
0	4.1995
1	217.097504
0	0.203
1	29.5977
0	1.6018
1	29.398199
0	9.8008
1	7.301
0	0.5
1	125.300499
0	13.6995
1	72.097504
0	5
1	104.203003
0	12.297
1	62
0	1.4025
1	24.300501
0	1.0977
1	34.902302
0	39.597698
1	99.402298
0	25.297001
1	260.80069
0	0.5
1	103.800797
0	24
1	50
0	27.5
1	5.1992
0	16
1	45.199299
0	4.6015
1	28.801001
0	18.898199
1	139.902298
0	1.6995
1	76.800499
0	0.6995
1	6.699
0	5.5
1	237.5
0	55.1992
1	62.8008
0	15.1992
1	91.800797
0	14.5
1	31.301001
0	41.898201
1	51.3008
0	27.1015
1	29.199499
0	20.198999
1	4.1992
0	6.1993
1	38.601501
0	1.1992
1	93.800797
0	12.801
1	12.3982
0	11.9023
1	47
0	1.0977
1	32.902302
0	1.3985
1	37.5
0	17.5
1	21.1992
0	40.199299
1	41.601501
0	1.301
1	114.898201
0	0.4023
1	431.199493
0	1
1	42.199001
0	25.8985
1	137.101501
0	17.1992
1	13.9023
0	19.5
1	139.097702
0	11.6018
1	67.097504
0	6.1015
1	106.101501
0	15.5977
1	44.601799
0	0.5
1	26.300501
0	32.097698
1	118.101799
0	18.5
1	58.898201
0	21.5
1	20.101801
0	0.3982
1	1.6993
0	0.9025
1	19.398199
0	25
1	319.69931
0	1.3007
1	40.5
0	22.101801
1	44.199001
0	31.6015
1	13.1995
0	13.0975
1	22.702999
0	0.5977
1	178.300797
0	14.5
1	136.5
0	39.5
1	60.6992
0	32.101799
1	18
0	0.199
1	71.601501
0	17.199499
1	32.800499
0	30.797001
1	72.800697
0	0.1993
1	10.6015
0	14.301
1	103.698997
0	33.5
1	335.101501
0	1
1	111.398499
0	33.300999
1	42.0975
0	9.4025
1	18
0	30.698999
1	27.8985
0	1.1015
1	48.601501
0	41.597698
1	4.1993
0	1.6015
1	153
0	66.801003
1	14.5975
0	10.9025
1	104.5
0	18.198999
